review_id,product_id,user_id,rating,review_text,review_date
R00037,P1503,U5121,5.0,家人都很喜欢，下次还会光顾。 这是第3次购买，一如既往的好！,2023-08-23
R00038,P1225,U5793,3.0,挺普通的，没什么特色。,2023-08-18
R00039,P1454,U5800,1.0,性价比不高，不值得。 真的后悔购买，太糟了！ 质量很好，物超所值，物流还算正常,2023-02-02
R00040,P1466,U5860,3.0,一般般，不算好也不算坏。 没什么好说的，就这样吧。,2023-03-07
R00041,P1741,U5720,5.0,质量很好，物超所值。,2023-05-29
R00042,P1432,U5644,2.0,不满意，不会再买。,2023-07-29
R00043,P1437,U5109,1.0,不满意，不会再买。 非常满意的一次购物，会回购的，简直完美，超出预期,2023-04-04
R00044,P1257,U5195,4.0,非常好，我很喜欢！ 这是第1次购买，一如既往的好！ 简直完美，超出预期,2023-04-05
R00045,P1870,U5826,2.0,质量一般，有瑕疵。 还可以吧，一般般，用用看再说,2023-08-24
R00046,P1106,U5385,5.0,家人都很喜欢，下次还会光顾。 这是第2次购买，一如既往的好！,2023-01-08
R00047,P1859,U5190,2.0,客服很不专业，解决不了问题。,2023-09-23
R00048,P1493,U5143,1.0,质量一般，有瑕疵。,2023-02-05
R00049,P1884,U5022,3.0,一般般，不算好也不算坏。,2023-08-07
R00050,P1839,U5465,3.0,挺普通的，没什么特色。,2023-10-15
R00051,P1165,U5036,2.0,不满意，不会再买。 外观普通，功能有问题，推荐购买，效果显著,2023-06-05
R00052,P1962,U5230,5.0,推荐购买，效果显著。 性价比很高，值得拥有，质量一般，有瑕疵,2023-01-24
R00053,P1251,U5655,2.0,包装破损，送货慢。,2023-09-02
R00054,P1057,U5861,5.0,包装精美，送货速度快。,2023-06-21
R00055,P1052,U5573,1.0,外观普通，功能有问题。 真的后悔购买，太糟了！,2023-07-02
R00056,P1644,U5842,,包装破损，送货慢。 真的后悔购买，太糟了！ 包装破损，送货慢,2023-08-20
R00057,P1423,U5739,5.0,客服服务态度很好，耐心解答。,2023-07-06
R00058,P1412,U5935,5.0,非常好，我很喜欢！ 这是第4次购买，一如既往的好！ 还行，凑合用吧,2023-06-13
R00059,P1267,U5553,1.0,外观普通，功能有问题。,2023-09-22
R00060,P2000,U5399,5.0,家人都很喜欢，下次还会光顾。,2023-09-17
R00061,P1927,U5554,4.0,客服服务态度很好，耐心解答。 这是第2次购买，一如既往的好！,2023-05-25
R00062,P1740,U5736,4.0,非常好，我很喜欢！ 质量一般，有瑕疵，非常好，我很喜欢,2023-11-14
R00063,P1793,U5813,4.0,性价比很高，值得拥有。 不推荐，没什么用，非常满意的一次购物，会回购的,2023-05-03
R00064,P1688,U5403,1.0,差评，太差了。,2023-04-10
R00065,P1424,U5475,3.0,价格适中，没有惊喜。,2023-02-14
R00066,P1283,U5384,1.0,不推荐，没什么用。 真的后悔购买，太糟了！ 挺普通的，没什么特色，包装精美，送货速度快,2023-03-11
R00067,P1057,U5080,3.0,还可以吧，一般般。 挺普通的，没什么特色,2023-08-21
R00068,P1021,U5527,2.0,包装破损，送货慢。 真的后悔购买，太糟了！ 还行，凑合用吧，还行，凑合用吧,2023-09-24
R00069,P1375,,2.0,有点失望，和描述不符。 真的后悔购买，太糟了！,2023-07-19
R00070,P1068,U5631,2.0,不推荐，没什么用。,2023-03-17
R00071,P1428,U5411,1.0,不推荐，没什么用。,2023-11-29
R00072,P1585,U5185,1.0,差评，太差了。,2023-10-12
R00073,P1916,U5346,5.0,性价比很高，值得拥有。 这是第1次购买，一如既往的好！,2023-01-16
R00074,P1481,U5499,1.0,质量一般，有瑕疵。 非常满意的一次购物，会回购的，非常满意的一次购物，会回购的,2023-02-05
R00075,P1121,U5263,5.0,家人都很喜欢，下次还会光顾。 这是第5次购买，一如既往的好！,2023-12-08
R00076,P1043,U5811,5.0,外观漂亮，功能齐全。 这是第3次购买，一如既往的好！ 暂时没发现什么问题，不推荐，没什么用,2023-09-09
R00077,P1489,U5976,3.0,用用看再说。 包装破损，送货慢,2023-05-11
R00078,P1216,U5481,4.0,推荐购买，效果显著。 价格适中，没有惊喜，一次糟糕的购物体验,2023-08-18
R00079,P1121,U5949,3.0,一般般，不算好也不算坏。 没什么好说的，就这样吧。,2023-08-29
R00080,P1091,U5389,2.0,包装破损，送货慢。 暂时没发现什么问题，有点失望，和描述不符,2023-10-02
R00081,P1046,,4.0,质量很好，物超所值。,2023-11-30
R00082,P1996,U5950,1.0,不推荐，没什么用。 真的后悔购买，太糟了！,2023-09-15
R00083,P1930,,5.0,简直完美，超出预期。 有点失望，和描述不符，挺普通的，没什么特色,2023-09-05
R00084,P1266,U5319,4.0,非常好，我很喜欢！ 这是第3次购买，一如既往的好！,2023-09-09
R00085,P1758,U5349,3.0,价格适中，没有惊喜。 客服很不专业，解决不了问题，差评，太差了,2023-02-05
R00086,P1314,U5550,3.0,用用看再说。 没什么好说的，就这样吧。 质量一般，有瑕疵,2023-06-22
R00087,P1606,U5933,3.0,价格适中，没有惊喜。 没什么好说的，就这样吧。,2023-08-02
R00088,P1797,U5327,1.0,,2023-09-03
R00089,P1403,U5003,4.0,推荐购买，效果显著。 一次糟糕的购物体验，质量一般，有瑕疵,2023-06-06
R00090,P1250,U5478,4.0,客服服务态度很好，耐心解答。,2023-01-22
R00091,P1593,U5831,5.0,推荐购买，效果显著。 非常好，我很喜欢，质量很好，物超所值,2023-08-14
R00092,P1671,U5934,2.0,有点失望，和描述不符。 真的后悔购买，太糟了！ 还可以吧，一般般,2023-04-17
R00093,P1473,U5301,1.0,不推荐，没什么用。 有点失望，和描述不符，外观漂亮，功能齐全,2023-05-14
R00094,P1915,U5550,3.0,用用看再说。,2023-04-04
R00095,P1452,U5544,5.0,推荐购买，效果显著。,2023-05-20
R00096,P1888,U5295,2.0,不满意，不会再买。 真的后悔购买，太糟了！,2023-02-21
R00097,P1607,U5963,5.0,推荐购买，效果显著。,2023-02-26
R00098,P1374,U5614,5.0,非常满意的一次购物，会回购的。 这是第1次购买，一如既往的好！ 性价比不高，不值得，包装精美，送货速度快,2023-02-16
R00099,P1296,U5883,1.0,包装破损，送货慢。 包装破损，送货慢,2023-01-07
R00100,P1869,U5565,4.0,性价比很高，值得拥有。,2023-09-29
R00101,P1422,U5054,1.0,性价比不高，不值得。,2023-10-03
R00102,P1696,U5747,3.0,还可以吧，一般般。 价格适中，没有惊喜，差评，太差了,2023-10-19
R00103,P1931,U5618,4.0,家人都很喜欢，下次还会光顾。,2023-05-08
R00104,P1299,U5449,3.0,没什么特别的。,2023-06-21
R00105,P1419,U5918,4.0,家人都很喜欢，下次还会光顾。,2023-05-24
R00106,P1099,U5663,4.0,客服服务态度很好，耐心解答。,2023-02-21
R00107,P1729,U5150,5.0,质量很好，物超所值。,2023-02-11
R00108,P1634,U5935,3.0,暂时没发现什么问题。,2023-06-05
R00109,P1708,U5328,1.0,质量一般，有瑕疵。 真的后悔购买，太糟了！,2023-04-17
R00110,P1001,U5615,2.0,差评，太差了。,2023-12-19
R00111,P1767,U5146,5.0,外观漂亮，功能齐全。 这是第2次购买，一如既往的好！,2023-06-06
R00112,P1210,U5318,2.0,差评，太差了。 真的后悔购买，太糟了！,2023-01-01
R00113,P1476,U5497,5.0,客服服务态度很好，耐心解答。 差评，太差了,2023-11-29
R00114,P1195,U5456,1.0,有点失望，和描述不符。,2023-10-16
R00115,P1097,U5563,2.0,外观普通，功能有问题。 真的后悔购买，太糟了！,2023-06-27
R00116,P1902,U5242,5.0,非常满意的一次购物，会回购的。,2023-02-23
R00117,P1726,U5692,3.0,挺普通的，没什么特色。,2023-07-24
R00118,P1895,U5705,3.0,用用看再说。 没什么好说的，就这样吧。,2023-05-15
R00119,P1364,U5434,5.0,质量很好，物超所值。 质量很好，物超所值，一般般，不算好也不算坏,2023-03-16
R00120,P1462,U5988,5.0,外观漂亮，功能齐全。 这是第4次购买，一如既往的好！,2023-07-05
R00121,P1056,U5605,4.0,包装精美，送货速度快。 一般般，不算好也不算坏,2023-10-01
R00122,P1849,U5912,5.0,质量很好，物超所值。 这是第2次购买，一如既往的好！,2023-06-12
R00123,P1367,U5307,3.0,价格适中，没有惊喜。 没什么好说的，就这样吧。 非常满意的一次购物，会回购的,2023-07-03
R00124,P1238,U5654,2.0,不满意，不会再买。 有点失望，和描述不符,2023-07-17
R00125,P1624,U5560,5.0,简直完美，超出预期。,2023-05-17
R00126,P1910,U5605,5.0,包装精美，送货速度快。 暂时没发现什么问题,2023-04-25
R00127,P1264,U5178,5.0,客服服务态度很好，耐心解答。 这是第5次购买，一如既往的好！,2023-11-10
R00128,P1109,U5744,1.0,不满意，不会再买。 真的后悔购买，太糟了！,2023-01-22
R00129,P1756,U5690,3.0,挺普通的，没什么特色。 没什么好说的，就这样吧。,2023-05-13
R00130,P1369,U5178,1.0,质量一般，有瑕疵。 非常好，我很喜欢,2023-04-14
R00131,P1609,U5606,5.0,外观漂亮，功能齐全。 包装精美，送货速度快,2023-08-07
R00132,P1631,U5236,4.0,推荐购买，效果显著。 包装破损，送货慢，性价比很高，值得拥有,2023-12-22
R00133,P1950,U5593,4.0,外观漂亮，功能齐全。,2023-03-23
R00134,P1445,U5215,4.0,推荐购买，效果显著。 这是第2次购买，一如既往的好！,2023-07-30
R00135,P1120,U5207,2.0,不满意，不会再买。 真的后悔购买，太糟了！,2023-10-21
R00136,P1732,U5694,1.0,客服很不专业，解决不了问题。,2023-02-03
R00137,P1758,U5705,3.0,,2023-05-31
R00138,P1194,U5927,1.0,包装破损，送货慢。,2023-12-25
R00139,P1654,U5928,5.0,非常好，我很喜欢！ 有点失望，和描述不符,2023-06-13
R00140,P1841,U5577,1.0,包装破损，送货慢。 真的后悔购买，太糟了！ 质量一般，有瑕疵，性价比很高，值得拥有,2023-01-31
R00141,P1470,U5621,3.0,挺普通的，没什么特色。 没什么好说的，就这样吧。 差评，太差了,2023-05-30
R00142,P1613,U5341,3.0,还行，凑合用吧。,2023-03-21
R00143,P1680,U5945,4.0,外观漂亮，功能齐全。 这是第2次购买，一如既往的好！ 非常满意的一次购物，会回购的，外观漂亮，功能齐全,2023-10-27
R00144,P1410,U5767,3.0,   ,2023-01-17
R00145,P1290,U5548,1.0,不推荐，没什么用。,2023-02-12
R00146,P1309,U5082,4.0,简直完美，超出预期。,2023-05-10
R00147,P1408,U5261,4.0,推荐购买，效果显著。 推荐购买，效果显著,2023-09-14
R00148,P1306,U5961,4.0,简直完美，超出预期。,2023-09-20
R00149,P1517,U5314,5.0,非常好，我很喜欢！ 这是第4次购买，一如既往的好！ 差评，太差了，不推荐，没什么用,2023-11-16
R00150,P1424,U5669,5.0,非常好，我很喜欢！,2023-07-14
R00151,P1996,U5163,3.0,中规中矩，符合预期。 没什么好说的，就这样吧。 性价比很高，值得拥有，客服服务态度很好，耐心解答,2023-12-08
R00152,P1616,U5270,1.0,不满意，不会再买。,2023-10-11
R00153,P1933,U5148,3.0,挺普通的，没什么特色。 质量很好，物超所值，不推荐，没什么用,2023-09-23
R00154,P1704,U5609,2.0,质量一般，有瑕疵。 真的后悔购买，太糟了！ 还行，凑合用吧，一般般，不算好也不算坏,2023-05-23
R00155,P1691,U5702,3.0,一般般，不算好也不算坏。 没什么好说的，就这样吧。,2023-08-08
R00156,P1028,U5629,3.0,价格适中，没有惊喜。 没什么好说的，就这样吧。 一次糟糕的购物体验，差评，太差了,2023-11-14
R00157,P1476,U5367,3.0,还行，凑合用吧。 没什么好说的，就这样吧。 还可以吧，一般般,2023-12-16
R00158,P1788,U5763,5.0,非常满意的一次购物，会回购的。,2023-12-26
R00159,P1707,U5301,2.0,外观普通，功能有问题。 真的后悔购买，太糟了！ 客服服务态度很好，耐心解答,2023-12-05
R00160,P1700,U5687,1.0,包装破损，送货慢。 真的后悔购买，太糟了！ 差评，太差了,2023-04-03
R00161,P1214,U5965,5.0,包装精美，送货速度快。 这是第1次购买，一如既往的好！ 一般般，不算好也不算坏,2023-02-04
R00162,P1285,U5906,5.0,质量很好，物超所值。 不推荐，没什么用,2023-08-22
R00163,P1198,U5923,4.0,简直完美，超出预期。 客服服务态度很好，耐心解答,2023-09-30
R00164,P1940,U5451,4.0,非常满意的一次购物，会回购的。 这是第4次购买，一如既往的好！ 没什么特别的，家人都很喜欢，下次还会光顾,2023-06-30
R00165,P1713,U5495,3.0,暂时没发现什么问题。 没什么好说的，就这样吧。,2023-06-30
R00166,P1974,U5499,1.0,质量一般，有瑕疵。 真的后悔购买，太糟了！ 家人都很喜欢，下次还会光顾，包装破损，送货慢,2023-03-13
R00167,P1048,U5121,2.0,差评，太差了。 真的后悔购买，太糟了！ 差评，太差了，中规中矩，符合预期,2023-01-15
R00168,P1639,U5124,5.0,非常好，我很喜欢！,2023-06-21
R00169,P1896,U5519,1.0,性价比不高，不值得。 真的后悔购买，太糟了！ 物流还算正常，差评，太差了,2023-08-19
R00170,P1212,U5107,4.0,包装精美，送货速度快。,2023-09-05
R00171,P1730,U5987,2.0,包装破损，送货慢。 真的后悔购买，太糟了！,2023-01-19
R00172,P1503,U5978,3.0,价格适中，没有惊喜。 没什么好说的，就这样吧。,2023-12-18
R00173,P1384,U5977,4.0,外观漂亮，功能齐全。,2023-01-09
R00174,P1003,U5093,1.0,不满意，不会再买。 真的后悔购买，太糟了！,2023-08-22
R00175,P1198,U5028,4.0,客服服务态度很好，耐心解答。 这是第3次购买，一如既往的好！,2023-09-30
R00176,P1972,U5925,2.0,有点失望，和描述不符。 真的后悔购买，太糟了！ 不推荐，没什么用,2023-06-03
R00177,P1281,U5276,1.0,外观普通，功能有问题。,2023-04-05
R00178,P1995,U5090,5.0,客服服务态度很好，耐心解答。,2023-06-23
R00179,P1762,U5497,1.0,性价比不高，不值得。 真的后悔购买，太糟了！ 有点失望，和描述不符,2023-12-15
R00180,P1686,U5056,4.0,,2023-01-09
R00181,P1870,U5090,4.0,非常好，我很喜欢！ 这是第2次购买，一如既往的好！ 性价比很高，值得拥有,2023-03-10
R00182,P1459,U5975,3.0,还行，凑合用吧。,2023-02-02
R00183,P1572,U5148,2.0,不满意，不会再买。 还可以吧，一般般，外观普通，功能有问题,2023-04-24
R00184,P1043,U5062,3.0,用用看再说。 没什么好说的，就这样吧。,2023-10-12
R00185,P1301,U5276,1.0,不满意，不会再买。,2023-05-03
R00186,P1663,U5653,,质量一般，有瑕疵。 真的后悔购买，太糟了！,2023-01-21
R00187,P1107,U5148,3.0,挺普通的，没什么特色。 不推荐，没什么用，质量一般，有瑕疵,2023-09-29
R00188,P1328,U5867,3.0,挺普通的，没什么特色。 没什么好说的，就这样吧。,2023-06-11
R00189,P1073,U5341,1.0,包装破损，送货慢。 真的后悔购买，太糟了！,2023-10-31
R00190,P1727,U5871,4.0,简直完美，超出预期。,2023-04-22
R00191,P1624,U5401,5.0,客服服务态度很好，耐心解答。,2023-10-22
R00192,P1873,U5396,,性价比很高，值得拥有。 性价比不高，不值得,2023-03-20
R00193,P1819,U5323,3.0,暂时没发现什么问题。,2023-01-21
R00194,P1741,U5642,1.0,一次糟糕的购物体验。 差评，太差了,2023-12-21
R00195,P1844,U5101,3.0,价格适中，没有惊喜。 一次糟糕的购物体验,2023-01-25
R00196,P1064,U5511,4.0,客服服务态度很好，耐心解答。 这是第5次购买，一如既往的好！ 包装精美，送货速度快,2023-09-01
R00197,P1553,U5105,2.0,包装破损，送货慢。,2023-10-01
R00198,P1255,U5666,1.0,一次糟糕的购物体验。,2023-10-18
R00199,P1353,U5022,2.0,不推荐，没什么用。 真的后悔购买，太糟了！ 中规中矩，符合预期，质量一般，有瑕疵,2023-01-29
R00200,P1851,U5952,3.0,价格适中，没有惊喜。 没什么好说的，就这样吧。 外观漂亮，功能齐全,2023-11-24
R00201,P1738,U5718,5.0,性价比很高，值得拥有。,2023-03-21
R00202,P1937,U5606,4.0,家人都很喜欢，下次还会光顾。,2023-01-01
R00203,P1508,U5651,1.0,一次糟糕的购物体验。,2023-05-29
R00204,P1991,U5686,1.0,一次糟糕的购物体验。,2023-04-18
R00205,P1294,U5363,5.0,质量很好，物超所值。 这是第2次购买，一如既往的好！ 物流还算正常，不满意，不会再买,2023-04-08
R00206,P1161,U5361,5.0,质量很好，物超所值。 中规中矩，符合预期,2023-04-20
R00207,P1173,U5296,5.0,家人都很喜欢，下次还会光顾。,2023-11-14
R00208,P1532,U5680,5.0,外观漂亮，功能齐全。 这是第3次购买，一如既往的好！,2023-09-30
R00209,P1185,U5961,1.0,有点失望，和描述不符。 真的后悔购买，太糟了！ 挺普通的，没什么特色，还可以吧，一般般,2023-04-16
R00210,P1332,U5539,3.0,用用看再说。,2023-04-30
R00211,P1676,U5360,1.0,不推荐，没什么用。,2023-11-26
R00212,P1676,U5679,1.0,有点失望，和描述不符。 真的后悔购买，太糟了！ 简直完美，超出预期，外观普通，功能有问题,2023-04-20
R00213,P1131,U5445,3.0,没什么特别的。 不推荐，没什么用，家人都很喜欢，下次还会光顾,2023-08-20
R00214,P1957,U5868,3.0,一般般，不算好也不算坏。 没什么好说的，就这样吧。,2023-07-29
R00215,P1460,U5881,2.0,不满意，不会再买。 真的后悔购买，太糟了！ 没什么特别的,2023-12-05
R00216,P1838,U5011,3.0,暂时没发现什么问题。 没什么好说的，就这样吧。,2023-09-04
R00217,P1940,U5606,3.0,挺普通的，没什么特色。 没什么好说的，就这样吧。 家人都很喜欢，下次还会光顾，差评，太差了,2023-10-23
R00218,P1498,U5985,1.0,不推荐，没什么用。,2023-04-30
R00219,P1741,U5169,3.0,没什么特别的。 有点失望，和描述不符,2023-04-06
R00220,P1855,U5988,4.0,外观漂亮，功能齐全。 外观漂亮，功能齐全，外观普通，功能有问题,2023-01-29
R00221,P1235,U5913,3.0,挺普通的，没什么特色。 没什么好说的，就这样吧。 差评，太差了，包装破损，送货慢,2023-08-17
R00222,P1968,U5906,3.0,没什么特别的。 没什么好说的，就这样吧。,2023-08-23
R00223,P1243,U5484,1.0,包装破损，送货慢。 真的后悔购买，太糟了！,2023-04-30
R00224,P1311,U5017,4.0,简直完美，超出预期。,2023-05-27
R00225,P1286,U5095,3.0,一般般，不算好也不算坏。 没什么好说的，就这样吧。,2023-07-27
R00226,P1353,U5620,5.0,非常满意的一次购物，会回购的。,2023-06-15
R00227,P1358,U5904,2.0,一次糟糕的购物体验。,2023-12-08
R00228,P1043,U5213,5.0,简直完美，超出预期。 一次糟糕的购物体验，用用看再说,2023-03-06
R00229,P1896,U5054,4.0,客服服务态度很好，耐心解答。 这是第4次购买，一如既往的好！ 性价比不高，不值得,2023-06-13
R00230,P1101,U5551,1.0,不满意，不会再买。 真的后悔购买，太糟了！ 简直完美，超出预期，质量很好，物超所值,2023-01-22
R00231,P1881,U5168,,性价比不高，不值得。 质量很好，物超所值,2023-01-07
R00232,P1052,U5756,4.0,包装精美，送货速度快。 挺普通的，没什么特色,2023-04-27
R00233,P1323,U5071,1.0,质量一般，有瑕疵。 真的后悔购买，太糟了！,2023-02-06
R00234,P1449,U5837,4.0,家人都很喜欢，下次还会光顾。,2023-07-29
R00235,P1075,U5185,2.0,客服很不专业，解决不了问题。 真的后悔购买，太糟了！,2023-09-13
R00236,P1423,U5092,1.0,有点失望，和描述不符。,2023-04-28
R00237,P1641,U5380,4.0,推荐购买，效果显著。 性价比不高，不值得,2023-07-05
R00238,P1166,U5907,5.0,家人都很喜欢，下次还会光顾。,2023-09-05
R00239,P1401,U5669,5.0,包装精美，送货速度快。 这是第2次购买，一如既往的好！ 不推荐，没什么用,2023-03-26
R00240,P1598,U5809,3.0,挺普通的，没什么特色。,2023-12-26
R00241,P1836,U5685,4.0,客服服务态度很好，耐心解答。 外观漂亮，功能齐全，中规中矩，符合预期,2023-11-12
R00242,P1987,U5499,2.0,质量一般，有瑕疵。 真的后悔购买，太糟了！ 有点失望，和描述不符，一般般，不算好也不算坏,2023-06-07
R00243,P1183,U5706,1.0,一次糟糕的购物体验。,2023-04-16
R00244,P1239,U5150,5.0,家人都很喜欢，下次还会光顾。,2023-07-26
R00245,P1547,U5457,5.0,推荐购买，效果显著。,2023-02-16
R00246,P1323,U5938,5.0,非常满意的一次购物，会回购的。 这是第4次购买，一如既往的好！ 家人都很喜欢，下次还会光顾，家人都很喜欢，下次还会光顾,2023-07-24
R00247,P1608,U5014,4.0,推荐购买，效果显著。 这是第2次购买，一如既往的好！ 不满意，不会再买，用用看再说,2023-11-13
R00248,P1277,U5156,2.0,质量一般，有瑕疵。 真的后悔购买，太糟了！,2023-09-04
R00249,P1865,U5427,4.0,性价比很高，值得拥有。,2023-06-17
R00250,P1927,U5583,2.0,包装破损，送货慢。,2023-07-02
R00251,P1342,U5473,2.0,不推荐，没什么用。 真的后悔购买，太糟了！,2023-02-22
R00252,P1028,U5911,5.0,外观漂亮，功能齐全。 这是第2次购买，一如既往的好！ 客服很不专业，解决不了问题,2023-09-21
R00253,P1521,U5322,1.0,一次糟糕的购物体验。,2023-08-11
R00254,P1405,U5018,5.0,客服服务态度很好，耐心解答。,2023-08-23
R00255,P1353,U5688,3.0,没什么特别的。,2023-06-27
R00256,P1131,U5469,4.0,包装精美，送货速度快。 这是第1次购买，一如既往的好！,2023-03-30
R00257,P1581,U5564,1.0,一次糟糕的购物体验。,2023-11-08
R00258,P1385,U5697,1.0,包装破损，送货慢。,2023-06-19
R00259,P1187,U5596,3.0,中规中矩，符合预期。,2023-09-26
R00260,P1454,U5854,3.0,用用看再说。 非常好，我很喜欢,2023-09-09
R00261,P1475,U5638,3.0,价格适中，没有惊喜。 中规中矩，符合预期，推荐购买，效果显著,2023-12-12
R00262,P1057,U5317,4.0,推荐购买，效果显著。 这是第2次购买，一如既往的好！ 物流还算正常,2023-03-15
R00263,P1094,,5.0,家人都很喜欢，下次还会光顾。,2023-05-31
R00264,P1922,U5842,4.0,性价比很高，值得拥有。,2023-10-04
R00265,P1774,U5335,5.0,简直完美，超出预期。 这是第2次购买，一如既往的好！,2023-07-30
R00266,P1472,U5601,5.0,非常好，我很喜欢！ 这是第3次购买，一如既往的好！ 暂时没发现什么问题,2023-04-02
R00267,P1155,U5958,5.0,家人都很喜欢，下次还会光顾。 这是第5次购买，一如既往的好！,2023-04-25
R00268,P1699,U5381,5.0,家人都很喜欢，下次还会光顾。,2023-05-07
R00269,P1705,U5030,1.0,客服很不专业，解决不了问题。 真的后悔购买，太糟了！,2023-04-05
R00270,P1259,U5587,2.0,不推荐，没什么用。,2023-06-04
R00271,P1882,U5094,1.0,差评，太差了。 真的后悔购买，太糟了！,2023-04-13
R00272,P1356,U5357,3.0,暂时没发现什么问题。 没什么好说的，就这样吧。,2023-09-30
R00273,P1501,U5691,2.0,性价比不高，不值得。 客服很不专业，解决不了问题，有点失望，和描述不符,2023-07-23
R00274,P1631,U5443,2.0,不推荐，没什么用。,2023-03-18
R00275,P1410,U5407,,外观普通，功能有问题。 还行，凑合用吧,2023-07-01
R00276,P1982,U5884,4.0,外观漂亮，功能齐全。 外观漂亮，功能齐全，暂时没发现什么问题,2023-04-12
R00277,P1053,U5647,4.0,简直完美，超出预期。,2023-06-30
R00278,P1999,U5204,4.0,,2023-12-23
R00279,P1516,U5633,4.0,非常满意的一次购物，会回购的。,2023-02-20
R00280,P1447,U5935,4.0,客服服务态度很好，耐心解答。,2023-04-05
R00281,P1764,U5145,3.0,还行，凑合用吧。 没什么好说的，就这样吧。 一次糟糕的购物体验，一次糟糕的购物体验,2023-01-07
R00282,P1488,U5006,,包装破损，送货慢。 真的后悔购买，太糟了！ 性价比不高，不值得,2023-07-24
R00283,P1082,U5729,4.0,客服服务态度很好，耐心解答。 这是第4次购买，一如既往的好！,2023-06-30
R00284,P1518,U5096,5.0,性价比很高，值得拥有。,2023-04-06
R00285,P1063,U5835,4.0,家人都很喜欢，下次还会光顾。 这是第3次购买，一如既往的好！,2023-11-25
R00286,P1578,U5275,5.0,非常好，我很喜欢！ 简直完美，超出预期,2023-02-27
R00287,P1839,U5278,3.0,物流还算正常。 外观普通，功能有问题，简直完美，超出预期,2023-05-21
R00288,P1580,U5314,3.0,还可以吧，一般般。 没什么好说的，就这样吧。,2023-01-01
R00289,P1203,U5952,3.0,物流还算正常。 没什么好说的，就这样吧。,2023-01-15
R00290,P1291,U5469,2.0,客服很不专业，解决不了问题。,2023-10-05
